date,close
419,0.814388
420,0.783712
421,0.736013
422,0.825081
423,0.69332
424,0.74018
425,0.772349
426,0.849998
427,0.898963
428,0.662877
429,0.78772
430,0.915224
431,0.815472
432,0.676729
433,0.768741
434,0.652606
435,0.802227
436,0.776459
437,0.834291
438,0.661938
439,0.808836
440,0.911731
441,0.699326
442,0.582101
443,0.791848
444,0.682178
445,0.809389
446,0.802408
447,0.803178
448,0.592065
449,0.846971
450,0.761047
451,0.826081
452,0.77932
453,0.701159
454,0.609064
455,0.570661
456,0.592927
457,0.800538
458,0.619821
459,0.616499
460,0.832917
461,0.649633
462,0.713314
463,0.57325
464,0.762532
465,0.621532
466,1.137883
467,0.681109
468,0.794752
469,0.732412
470,0.79231
471,0.84156
472,0.802438
473,0.868262
474,0.693455
475,0.864232
476,4.132451
477,0.892187
478,0.713026
479,0.881052
480,0.984828
481,0.717535
482,0.61979
483,0.81671
484,0.777601
485,0.744729
486,0.907786
487,0.630252
488,0.660095
489,0.674094
490,0.653181
491,0.503394
492,0.607463
493,0.971026
494,0.788002
495,0.731989
496,0.693932
497,0.77623
498,0.76878
499,0.827763
500,0.828945
501,0.722756
502,0.632204
503,0.675179
504,0.656177
505,0.827512
506,0.644635
507,0.584559
508,0.803786
509,0.873158
510,0.814198
511,0.823193
512,0.840511
513,0.809167
514,0.86906
515,0.957405
516,0.688824
517,0.730073
518,0.817669
519,0.932104
520,0.903438
521,0.930442
522,1.020567
523,0.887662
524,0.643015
525,0.793718
526,0.828005
527,0.850184
528,0.704511
529,0.836575
530,0.812178
531,0.72873
532,0.980409
533,1.005999
534,0.673056
535,0.743148
536,0.818358
537,0.886748
538,0.715135
539,0.731225
540,0.834793
541,0.837459
542,0.821613
543,0.889415
544,0.750231
545,0.841199
546,0.975415
547,0.931196
548,4.168119
549,0.752112
550,0.670156
551,0.597847
552,0.576457
553,0.586408
554,0.729433
555,0.564085
556,1.187379
557,0.681384
558,0.607628
559,0.573748
560,0.60485
561,0.582235
562,0.620892
563,0.676601
564,0.76438
565,0.904429
566,0.769879
567,0.714046
568,0.587991
569,0.483717
570,0.619112
571,0.911382
572,0.718924
573,0.623835
574,0.750911
575,0.795321
576,0.785412
577,0.731729
578,0.755054
579,0.525124
580,0.684955
581,0.663558
582,0.612768
583,0.788828
584,2.694005
585,0.727646
586,0.665077
587,0.607009
588,0.618019
589,0.612247
590,0.787405
591,0.861856
592,0.854972
593,0.899006
594,0.737089
595,0.750805
596,0.785541
597,0.769707
598,0.867209
599,0.848836
600,0.690021
601,0.613489
602,0.538483
603,0.706324
604,0.794607
605,0.623498
606,0.718982
607,0.694976
608,0.767353
609,0.726436
610,0.607609
611,0.785708
612,0.739196
613,0.645521
614,0.660939
615,0.889702
616,0.791553
617,0.678174
618,0.502696
619,0.847033
620,0.76826
621,0.714479
622,0.653013
623,0.75345
624,0.753939
625,0.58853
626,0.52745
627,0.554777
628,0.639832
629,0.52907
630,0.532496
631,0.590887
632,0.643678
633,0.658594
634,0.760235
635,0.757117
636,0.768829
637,0.742566
638,0.776571
639,1.122395
640,1.144724
641,1.174228
642,0.818084
643,0.786292
644,0.546979
645,0.581643
646,0.58429
647,0.467273
648,0.841214
649,0.678507
650,0.818699
651,0.65986
652,0.868179
653,0.926618
654,0.937961
655,1.217489
656,0.970749
657,0.798078
658,0.92156
659,1.026736
660,0.972105
661,0.947679
662,0.707618
663,0.910293
664,0.882807
665,0.985244
666,0.697221
667,0.961285
668,0.863291
669,1.04318
670,0.872218
671,0.917347
672,0.673162
673,0.643133
674,0.639888
675,0.620791
676,0.828411
677,1.113132
678,0.95554
679,0.797336
680,0.895562
681,1.976798
682,1.711792
683,0.930675
684,0.943738
685,0.837972
686,0.851314
687,0.674526
688,0.732905
689,1.336575
690,1.939683
691,0.815613
692,0.590961
693,0.734934
694,0.616859
695,0.719086
696,0.575899
697,0.620057
698,0.656946
699,0.863393
700,0.595516
701,0.624753
702,1.579311
703,0.642041
704,0.782792
705,0.675572
706,0.523249
707,0.91569
708,0.64461
709,1.06449
710,5.975022
711,1.043161
712,0.611762
713,0.689285
714,0.674705
715,0.568602
716,0.752683
717,0.849474
718,0.681598
719,0.619095
720,1.462391
721,0.476577
722,0.726511
723,0.760643
724,0.868105
725,0.693169
726,0.641499
727,0.544339
728,0.849571
729,0.924307
730,0.741803
731,0.588457
732,0.503963
733,0.781227
734,0.576281
735,0.567247
736,0.693394
737,0.541895
738,0.627738
739,0.617321
740,0.784293
741,0.795459
742,0.791661
743,0.820345
744,0.680255
745,1.872725
746,0.748204
747,0.805144
748,0.72709
749,0.651044
750,0.747124
751,1.122004
752,0.880138
753,0.941883
754,0.745311
755,0.966897
756,0.984541
757,2.219948
758,1.11454
759,1.744898
760,0.93681
761,0.769672
762,1.699744
763,0.895785
764,0.708449
765,0.593357
766,1.090235
767,0.885381
768,0.71337
769,0.899517
770,0.762157
771,0.833208
772,0.69673
773,2.366905
774,0.985541
775,0.944599
776,1.02761
777,0.90374
778,0.72942
779,0.912458
780,0.934004
781,0.730896
782,0.895356
783,0.644812
784,1.085076
785,0.720843
786,0.775656
787,1.067691
788,1.317333
789,0.740791
790,0.9012
791,0.82432
792,1.023471
793,0.888451
794,0.820392
795,0.665094
796,0.926166
797,0.776504
798,0.940181
799,0.801654
800,0.926206
801,0.861918
802,0.907721
803,0.941943
804,0.941527
805,0.954979
806,0.711584
807,1.651101
808,0.585304
809,0.814977
810,0.787387
811,0.83131
812,0.902648
813,0.734716
814,0.695064
815,0.60018
816,0.642676
817,0.637877
818,0.846038
819,0.838757
820,1.214555
821,0.841428
822,0.671152
823,0.847622
824,0.770388
825,1.034928
826,0.647919
827,0.792418
828,0.721415
829,1.024284
830,0.741643
831,4.019338
832,0.915315
833,0.883326
834,0.809327
835,0.727875
836,0.633901
837,1.920185
838,0.733767
839,0.508597
840,0.565818
841,0.766082
842,0.726429
843,0.774622
844,0.643806
845,0.721038
846,0.671389
847,0.587685
848,0.606534
849,0.61469
850,0.623673
851,0.617524
852,0.717721
853,0.628383
854,0.707439
855,0.722152
856,0.563549
857,1.847053
858,0.894997
859,0.772358
860,0.785741
861,0.77847
862,0.781518
863,0.596042
864,0.779535
865,1.301079
866,0.786283
867,0.835359
868,0.79436
869,0.771279
870,0.672071
871,0.515656
872,0.851441
873,0.807049
874,0.8934
875,0.623182
876,3.215674
877,1.218452
878,0.956578
879,1.114941
880,1.191643
881,1.843778
882,0.644739
883,0.631203
884,0.83631
885,0.812083
886,0.801737
887,0.727815
888,0.642949
889,0.654011
890,0.785923
891,0.681966
892,0.672979
893,0.860176
894,0.780062
895,0.61663
896,0.742624
897,0.575932
898,0.623667
899,0.829994
900,0.981892
901,0.76587
902,0.58167
903,0.91935
904,0.7634
905,1.002947
906,0.642123
907,0.576953
908,0.585357
909,0.851557
910,0.796882
911,0.784688
912,0.840672
913,0.620892
914,0.777921
915,0.834332
916,0.761952
917,0.709466
918,0.880414
919,0.790804
920,0.865126
921,0.742503
922,0.748787
923,0.791389
924,0.737109
925,1.696741
926,0.796646
927,0.852115
928,0.772586
929,0.760165
930,2.395701
931,0.779585
932,0.868678
933,0.943387
934,0.986222
935,0.79271
936,0.746862
937,0.667315
938,0.567838
939,0.614993
940,0.739202
941,2.088236
942,0.859604
943,0.632589
944,0.652304
945,0.560521
946,0.785249
947,0.72309
948,0.588811
949,0.548534
950,0.59827
951,0.774227
952,0.657398
953,0.646345
954,1.920673
955,2.038474
956,0.740264
957,0.980347
958,0.58822
959,0.776317
960,0.659663
961,0.48711
962,0.78815
963,0.836831
964,0.752075
965,0.723181
966,0.733408
967,0.678213
968,0.817427
969,0.744544
970,0.729841
971,0.764871
972,0.843713
973,0.67496
974,0.693436
975,0.728366
976,0.719815
977,2.396837
978,0.624157
979,0.683874
980,2.082588
981,0.767762
982,0.773635
983,0.794743
984,0.823103
985,2.69107
986,0.86938
987,0.67081
988,0.548756
989,0.746542
990,0.628256
991,0.540799
992,0.792949
993,0.715961
994,0.573853
995,0.622959
996,0.628824
997,0.476882
998,0.572426
999,0.663705
1000,0.490411
1001,0.614419
1002,0.759445
1003,0.767902
1004,0.569282
1005,0.644391
1006,0.789813
1007,0.970167
1008,0.884905
1009,0.731349
1010,0.669802
1011,0.879416
1012,0.804307
1013,0.947257
1014,0.857586
1015,0.632303
1016,0.770746
1017,0.768566
1018,0.911228
1019,0.850519
1020,0.692699
1021,0.749123
1022,0.642662
1023,0.677842
1024,0.72409
1025,0.87551
1026,0.676989
1027,3.955609
1028,1.178299
1029,0.751309
1030,0.793126
1031,0.959311
1032,2.406986
1033,0.78507
1034,0.748133
1035,0.579115
1036,0.721399
1037,0.582437
1038,0.431728
1039,0.573309
1040,0.744739
1041,0.754568
1042,0.714876
1043,0.845428
1044,0.749673
1045,0.693002
1046,3.357074
1047,1.075168
1048,1.072925
1049,0.823495
1050,0.762577
1051,0.709303
1052,0.823102
1053,0.686928
1054,0.741872
1055,0.608643
1056,0.798127
1057,0.621032
1058,0.803593
1059,0.778042
1060,0.751763
1061,0.953782
1062,0.965805
1063,0.719502
1064,0.665371
1065,0.607234
1066,0.754698
1067,0.707768
1068,0.797514
1069,0.60637
1070,0.745764
1071,0.728273
1072,0.566831
1073,0.654587
1074,0.617201
1075,0.669393
1076,0.701458
1077,0.643125
1078,0.731107
1079,0.655114
1080,0.631875
1081,0.721185
1082,0.674854
1083,2.773617
1084,2.850477
1085,0.708749
1086,0.729989
1087,0.650338
1088,0.704795
1089,0.724315
1090,0.673001
1091,0.832149
1092,0.739934
1093,0.751328
1094,0.617052
1095,0.48044
1096,0.58286
1097,0.5636
1098,0.748307
1099,0.771596
1100,0.725357
1101,0.876955
1102,2.776873
1103,0.881067
1104,0.579461
1105,0.737407
1106,0.602772
1107,0.614083
1108,0.582994
1109,0.716059
1110,0.757995
1111,0.724595
1112,0.63859
1113,0.766566
1114,0.689357
1115,0.622727
1116,0.630505
1117,0.568043
1118,0.588685
1119,0.60944
1120,0.432714
1121,0.683735
1122,0.729213
1123,0.606494
1124,0.659177
1125,0.669842
1126,0.682313
1127,1.175942
1128,0.922602
1129,0.680864
1130,0.831402
1131,0.785471
1132,0.559507
1133,0.736971
1134,0.660006
1135,0.659906
1136,0.905922
1137,0.740771
1138,0.634181
1139,0.839721
1140,0.679555
1141,0.762645
1142,0.834252
1143,0.852092
1144,0.834144
1145,0.887264
1146,0.861707
1147,0.912971
1148,0.847086
1149,0.73474
1150,0.692985
1151,0.814008
1152,0.907859
1153,3.137092
1154,1.112549
1155,0.914681
1156,0.798536
1157,0.775715
1158,0.819626
1159,0.745025
1160,0.686286
1161,0.637126
1162,0.644025
1163,0.790768
1164,3.002219
1165,0.864909
1166,0.985073
1167,0.694824
1168,0.669444
1169,0.721846
1170,0.723212
1171,0.733975
1172,0.705718
1173,0.72269
1174,0.88576
1175,0.695418
1176,0.727916
1177,0.598187
1178,0.485753
1179,0.73097
1180,0.73777
1181,0.653693
1182,0.753563
1183,0.638654
1184,1.060742
1185,0.751441
1186,0.805245
1187,0.918591
1188,0.7705
1189,0.659826
1190,0.766461
1191,0.760569
1192,0.964252
1193,0.904071
1194,0.975113
1195,0.692503
1196,0.654602
1197,0.923208
1198,0.808387
1199,0.731338
1200,0.721637
1201,0.543195
1202,0.688985
1203,2.030889
1204,0.538858
1205,1.949692
1206,0.863365
1207,0.65467
1208,0.471681
1209,0.676444
1210,0.771298
1211,0.617145
1212,0.717945
1213,0.725975
1214,0.821684
1215,0.723483
1216,0.680941
1217,0.732058
1218,0.684954
1219,0.885039
1220,0.706232
1221,0.651257
1222,0.728601
1223,0.683025
1224,0.894866
1225,0.788536
1226,0.754586
1227,0.79844
1228,0.851258
1229,0.792731
1230,0.472598
1231,0.606249
1232,0.554712
1233,0.665381
1234,0.746459
1235,0.770546
1236,0.753975
1237,0.704078
1238,0.760686
1239,0.701273
1240,0.5922
1241,0.477513
1242,0.53751
1243,0.613131
1244,0.584633
1245,0.563735
1246,0.586088
1247,0.808232
1248,0.821053
1249,0.634247
1250,0.664859
1251,0.756039
1252,0.650633
1253,2.766525
1254,0.844431
1255,0.856043
1256,0.701164
1257,0.660726
1258,0.785591
1259,0.66802
1260,0.632566
1261,3.738668
1262,0.953957
1263,0.949207
1264,0.781622
1265,0.70645
1266,0.861237
1267,0.807661
1268,0.85085
1269,0.708676
1270,0.785702
1271,0.757832
1272,0.902324
1273,0.975073
1274,0.786859
1275,0.730254
1276,0.769691
1277,0.734795
1278,0.731421
1279,0.821887
1280,0.681557
1281,0.732479
1282,0.712395
1283,0.815258
1284,0.693818
1285,0.618895
1286,0.584935
1287,0.722631
1288,0.754151
1289,0.571655
1290,0.668523
1291,0.61903
1292,0.777137
1293,1.297287
1294,0.628889
1295,0.558537
1296,0.773283
1297,0.701575
1298,0.725815
1299,0.707203
1300,0.98231
1301,0.711302
1302,0.60018
1303,0.559519
1304,0.727113
1305,0.726935
1306,0.827456
1307,0.721107
1308,2.420734
1309,0.680081
1310,0.59232
1311,0.667614
1312,0.725401
1313,0.553254
1314,0.72556
1315,0.757457
1316,0.624313
1317,0.752566
1318,0.740968
1319,0.578202
1320,0.723437
1321,0.611187
1322,0.689228
1323,0.565403
1324,0.68995
1325,0.710432
1326,0.773703
1327,0.626975
1328,0.759458
1329,0.508025
1330,0.735686
1331,0.583326
1332,0.766917
1333,0.722135
1334,0.598589
1335,0.742392
1336,0.699519
1337,0.75403
1338,0.829599
1339,1.862447
1340,0.871889
1341,1.335237
1342,0.809807
1343,0.626261
1344,0.521524
1345,0.536807
1346,0.685062
1347,1.366082
1348,0.691281
1349,0.695383
1350,0.856481
1351,0.540675
1352,0.88717
1353,0.673358
1354,4.070921
1355,0.958299
1356,0.675163
1357,0.758692
1358,0.616247
1359,0.66365
1360,2.371541
1361,0.798392
1362,0.523507
1363,0.797251
1364,0.712497
1365,1.480904
1366,0.575213
1367,0.67644
1368,0.783789
1369,0.670792
1370,0.582098
1371,0.676508
1372,0.713128
1373,0.752929
1374,0.667818
1375,0.759024
1376,0.572821
1377,0.7172
1378,0.698243
1379,0.532806
1380,0.670666
1381,0.812702
1382,1.034793
1383,0.977741
1384,0.509451
1385,0.524442
1386,0.422558
1387,0.488508
1388,0.793991
1389,0.71794
1390,5.197735
1391,0.633664
1392,0.52598
1393,0.92367
1394,0.522516
1395,0.551068
1396,0.678624
1397,0.536069
1398,0.747911
1399,0.588439
1400,0.674837
1401,0.698561
1402,0.665861
1403,0.687118
1404,0.559354
1405,0.694083
1406,0.529094
1407,0.610028
1408,0.519831
1409,0.847564
1410,0.587007
1411,0.817091
1412,0.898154
1413,3.081093
1414,0.982122
1415,0.61345
1416,1.096832
1417,0.978653
1418,1.416272
1419,0.934651
1420,3.004641
1421,0.690148
1422,0.70312
1423,2.465065
1424,0.758749
1425,0.871069
1426,0.788459
1427,0.638674
1428,1.132273
1429,0.603128
1430,0.651594
1431,0.663345
1432,0.701804
1433,1.020153
1434,0.661038
1435,0.579485
1436,0.644152
1437,0.957901
1438,1.568121
1439,1.59038
1440,0.674524
1441,0.838296
1442,1.23326
1443,1.15432
1444,1.359986
1445,0.794167
1446,2.190529
1447,0.597017
1448,0.635531
1449,1.349134
1450,0.698714
1451,1.571796
1452,2.246093
1453,1.427038
1454,1.083756
1455,1.502946
1456,1.23984
1457,1.540857
1458,1.332529
1459,1.640489
1460,1.634237
1461,1.337742
1462,1.386411
1463,1.81606
1464,9.492289
1465,1.581549
1466,1.532686
1467,4.382624
1468,0.99365
1469,0.946487
1470,4.474784
1471,5.612957
1472,1.95346
1473,0.869323
1474,1.795129
1475,1.235756
1476,2.229284
1477,1.813888
1478,1.69993
1479,1.998217
1480,1.237728
1481,0.686244
1482,3.38078
1483,1.285417
1484,1.212138
1485,1.285564
1486,0.904592
1487,1.205768
1488,1.255824
1489,0.535011
1490,0.532369
1491,0.62561
1492,0.576839
1493,0.592136
1494,0.690121
1495,0.543564
1496,0.55327
1497,0.526324
1498,0.696251
1499,0.471222
1500,1.064114
1501,1.222392
1502,1.059029
1503,0.940354
1504,1.343271
1505,0.557059
1506,0.505263
1507,0.522837
1508,0.740451
1509,1.326542
1510,0.541604
1511,0.533498
1512,1.025043
1513,1.381567
1514,0.553377
1515,0.457919
1516,0.536782
1517,0.521654
1518,1.06387
1519,0.533971
1520,1.285804
1521,0.551072
1522,0.542902
1523,0.514571
1524,1.157307
1525,1.348114
1526,0.900018
1527,1.198066
1528,1.093118
1529,0.751822
1530,0.601729
1531,1.254759
1532,0.821075
1533,0.719274
1534,0.781413
1535,1.324346
1536,1.553961
1537,1.803997
1538,0.722586
1539,0.621078
1540,0.842473
1541,0.581363
1542,0.527992
1543,0.767662
1544,0.719182
1545,0.888734
1546,0.635698
1547,0.785194
1548,0.707141
1549,0.594721
1550,0.850001
1551,0.77114
1552,0.670759
1553,0.791293
1554,0.864263
1555,0.797499
1556,0.745696
1557,0.633071
1558,1.544981
1559,0.781736
1560,0.815454
1561,0.665508
1562,0.674902
1563,1.13539
1564,1.23378
1565,0.786072
1566,0.633235
1567,0.790596
1568,1.134021
1569,2.467937
1570,0.722478
1571,0.701229
1572,0.740725
1573,0.669431
1574,0.826846
1575,1.303685
1576,1.029809
1577,0.986319
1578,1.018564
1579,3.774396
1580,1.864233
1581,2.70387
1582,1.335161
1583,1.571945
1584,4.673437
1585,0.944668
1586,2.462714
1587,1.743406
1588,1.280168
1589,1.038614
1590,0.810115
1591,0.807991
1592,0.584948
1593,0.530474
1594,0.671062
1595,0.553425
1596,0.641915
1597,1.663157
1598,1.078817
1599,3.385962
1600,1.287079
1601,1.217879
1602,1.628076
1603,1.478837
1604,1.576043
1605,0.694198
1606,0.778717
1607,0.542962
1608,0.850174
1609,0.462793
1610,0.911315
1611,1.152516
1612,0.959786
1613,1.27429
1614,0.734341
1615,2.000743
1616,1.27455
1617,0.52717
1618,0.581721
1619,0.963983
1620,1.295798
1621,0.857596
1622,1.269293
1623,1.311304
1624,1.708397
1625,1.249363
1626,0.566364
1627,0.521409
1628,0.55862
1629,0.642806
1630,0.5586
1631,0.720179
1632,0.55828
1633,0.648142
1634,0.677768
1635,0.555266
1636,0.472433
1637,0.603427
1638,0.661858
1639,0.788391
1640,0.578588
1641,0.723179
1642,3.00299
1643,0.779868
1644,1.069096
1645,1.887272
1646,2.008028
1647,1.506608
1648,1.306333
1649,0.790508
1650,1.734387
1651,1.820707
1652,1.010685
1653,1.465422
1654,1.946489
1655,1.272617
1656,1.269273
1657,1.424344
1658,0.620145
1659,0.618313
1660,2.99498
1661,1.620507
1662,2.064016
1663,0.82534
1664,0.699434
1665,0.674257
1666,0.761662
1667,2.370335
1668,1.637902
1669,0.718496
1670,0.566687
1671,0.758648
1672,1.623926
1673,1.331194
1674,0.88167
1675,1.304823
1676,1.50907
1677,0.957539
1678,2.27133
1679,1.461841
1680,1.472605
1681,0.795806
1682,1.509406
1683,0.620545
1684,0.605681
1685,1.158254
1686,1.897901
1687,0.772864
1688,0.749366
1689,0.768672
1690,0.735755
1691,0.743656
1692,3.848707
1693,1.167703
1694,0.674844
1695,3.720839
1696,1.697984
1697,0.954307
1698,1.831536
1699,1.333825
1700,0.535286
1701,0.675931
1702,0.653451
1703,0.677172
1704,0.684619
1705,1.548127
1706,1.796009
1707,1.016885
1708,1.779837
1709,1.177502
1710,0.853189
1711,0.824764
1712,2.059526
1713,0.72352
1714,0.646983
1715,0.717341
1716,1.593065
1717,2.649402
1718,3.175455
1719,0.680714
1720,0.65045
1721,0.600691
1722,0.718232
1723,0.685149
1724,0.65047
1725,0.589569
1726,0.856977
1727,1.058195
1728,0.708482
1729,0.756302
1730,0.726283
1731,0.829367
1732,3.107551
1733,1.50919
1734,0.959428
1735,0.704902
1736,0.953757
1737,1.266087
1738,0.847207
1739,1.512559
1740,1.28631
1741,1.687971
1742,0.938063
1743,0.809112
1744,1.872767
1745,1.489561
1746,1.172241
1747,1.108462
1748,1.597612
1749,1.077167
1750,0.941997
1751,0.729237
1752,0.720099
1753,0.66155
1754,1.680158
1755,0.911027
1756,1.062938
1757,0.687621
1758,0.62374
1759,0.74632
1760,1.31263
1761,1.461575
1762,0.550017
1763,0.761841
1764,0.61807
1765,0.555879
1766,0.424913
1767,0.774705
1768,0.683372
1769,0.704904
1770,0.616361
1771,0.520086
1772,0.467314
1773,0.532272
1774,0.588663
1775,0.642037
1776,0.631074
1777,1.192886
1778,1.495663
1779,1.855207
1780,0.951354
1781,1.283909
1782,0.66474
1783,0.588599
1784,1.497445
1785,1.178889
1786,1.242692
1787,3.078283
1788,0.922513
1789,0.632358
1790,1.993604
1791,0.62218
1792,0.570279
1793,0.885077
1794,1.14076
1795,0.513086
1796,0.606433
1797,0.922503
1798,1.801138
1799,1.067341
1800,9.844053
1801,1.569507
1802,1.54971
1803,2.376443
1804,0.677243
1805,0.621876
1806,0.72639
1807,1.303954
1808,1.668669
1809,1.53652
1810,1.566796
1811,1.599514
1812,1.835149
1813,1.531597
1814,0.666086
1815,1.602799
1816,0.716616
1817,1.09441
1818,0.672758
1819,1.056183
1820,0.532567
1821,2.578977
1822,0.512527
1823,0.474045
1824,0.580555
1825,0.790712
1826,0.668996
1827,0.935593
1828,1.518147
1829,0.485466
1830,0.401656
1831,0.676137
1832,0.627567
1833,0.54242
1834,1.639849
1835,1.027216
1836,0.72784
1837,1.094943
1838,1.321802
1839,1.250602
1840,1.43592
1841,1.139724
1842,0.639775
1843,1.468318
1844,1.349834
1845,0.679726
1846,0.542114
1847,0.9864
1848,0.610207
1849,0.48816
1850,0.463082
1851,0.901845
1852,0.77576
1853,0.448916
1854,1.242881
1855,0.683508
1856,2.39251
1857,3.005043
1858,1.48664
1859,1.589652
1860,1.267281
1861,0.625766
1862,0.718133
1863,1.041553
1864,0.799122
1865,1.25107
1866,2.803399
1867,0.511891
1868,0.430905
1869,0.729112
1870,0.823679
1871,0.521057
1872,1.175878
1873,1.622471
